L1 Hawaiian_Text,Reference_Translation
"O ko lakou holo mai la no ia a hiki ma Oahu. Halawai mai la meia nei o Kou, no Puuloa, Oahu, he wahine maikai. A liuliu iki, hoomaka keia e hele e halawai me ka lawaia nui o Oahu nei ia wa, oia o Makuakeke. Ia wa, olelo aku o Kawelo ia Makuakeke: “Ua make anei na i’a kaulana onei no ka hei ole i ka upena?” Olelo mai kela: “Ua make hookahi, a koe hookahi i’a e noho nei la.” “Heaha la hoi! e kii kaua e lawaia iaia, malia o make mai ia kaua.” O ko laua nei hoe aku la no ia, a hiki ma ka lae o Kaena. I ko laua nei hiki ana aku, kulou iho la o Makuakeke ilalo e nana ai, a ike i ua i’a nei e holo ana. “Eia no ua i’a nei la,” wahi a ka lawaia. E waiho iki iho kakou no laua nei, a e kamailio ae kakou no na makua.","Soon they all sailed out for and landed at Oahu. Kou, a beautiful woman of Puuloa, Oahu, met him. In due time he started out to call on the celebrated fisherman of Oahu here at that time, who was Makuakeke. Kawelo immediately asked of Makuakeke: “Are the fish of this locality famed for their not being entrapped by the net, caught?” The latter replied: “One has been captured, but the other one is still at large.” “What of it? Let us go out to entrap it; perhaps we may capture it.” So they paddled out until they arrived off the point of Kaena. Just as they approached the spot, Makuakeke bent his head down to make observations and saw the fish swimming about. “Here is that fish,” said the fisherman. Let us leave these two awhile and speak relative to the parents."
"Aia i na makua e noho ana ma Kauai, luku ia aku la ka poe a pau e pili aku ana i ua mau makua nei, a me ua mau makua nei no hoi kekahi. Kipaku ia aku la nae ua mau makua nei a noho kaawale aku la ma kahi kaawale loa. [ ]","As the parents were residing on Kauai, every one in their neighborhood, including themselves, were attacked. Moreover, the parents were driven away, and they retired to a very distant place. [ ]"
"Ia Kawelo ma nae e nanea ana i ka nana i ua i’a nei, me ka hookuu pu no hoi i ka laua upena, aole no hoi he wahi mea a make iki o ua i’a nei. O ka inoa nae o ua i’a nei o Uhumakaikai. Oi hana aku laua nei, aohe no he wahi mea a komo iki. O ko laua nei hoi mai la no ia. Ia laua nei no e hoe ana, ike aku la keia i ka paapu mai o na kane, na wahine, ninau aku la i ka lawaia: “He piha aha kela?” “He piha heenalu. Hookahi nae mea oi la, he kaikamahine. Aole e auau kona kai.” Olelo aku keia: “Owai ka inoa?” Hai mai kela, “O Kanewahineikiaoha.” A paanaau iaia nei ka inoa o ua kaikamahine nei, o ko laua nei hoe mai la no ia a pae i ke awa, ku ana no o Kamalama, ke aikane a ianei. O ka hoi aku la no ia o ka lawaia a ianei, koe iho la laua nei. Pane aku keia i ke aikane: “E hele kaua i ka nana heenalu a na kanaka.” O koi ala ae mai la no ia.","While Kawelo and companion were busily engaged in watching the fish and also in casting their net, the fish could not be caught. The name of the fish was Uhumakaikai. They toiled on, but it could not be entrapped; for which reason they came back. As they were paddling back Kawelo observed a large gathering of men and women and questioned the fisherman: “What is that assembly for?” “It is a surf-riding crowd. But there is only one who is unparalleled; it is a young woman. She is never wet by the surf.” The first asked, “What is the name?” The latter replied, “Kanewahineikiaoha.” And when he had memorized the name of the young woman they paddled for and disembarked at the landing where the friend, Kamalama, then stood in waiting. Said he to his friend: “Let us attend the surf-riding sport of the crowd.” To which the latter consented."
"A hiki laua nei malaila, ninau aku o Kawelo i ke aikane: “Ua ike nae paha oe ia Kanewahineikiaoha?” “Ae,” wahi aiala. O ko iaia hee mai la no ia i ka nalu; a kahi nalu, alua, i ke kolu o ka nalu, o ka hii mai la no ia i ka papa, hopu no i ka lole, komo, a o ka pea mai la no ia hoi. Ia wa, olelo iho la o Kawelo i ke aikane: “E hahai oe mahope oiala,” o ka hahai aku la no ia o Kamalama, a pee keia. Iaia nei nae e pee ana, ike aku la keia i ka lele makawalu mai o ka laau a na kaikunane, o ko ia nei huli hoi mai la no ia, a ku ana ma ke alo o ke aikane, pane mai kela: “Pehea mai la?” “Ka! Pehea mai ka kau he hana auanei kela he hana make. Ia’u i pii aku nei, a pee no hoi au, nana aku au, e moe ana ua mea nei a kaua i makakiu iho nei, ike aku au i na kaikunane e hou ana i na laau.”","And when they had arrived there Kawelo inquired of his friend, “You are perhaps acquainted with Kanewahineikiaoha?” “Yes,” the other replied. At which the one in question came surfing in with the breakers; one, two, and on the third breaking of the surf she landed, snatched up her board and her dress, donned it, and was soon on her way homeward. Then Kawelo said to his friend, “You follow her.” Kamalama immediately followed and hid himself. As he lay in concealment he saw the javelins of her brothers hurled in great numbers at her; therefore, he returned and stood before his friend, who asked: “How fares it?” “Say! You are asking me; there is nothing in that performance but death. When I journeyed thither and hid myself, I observed the one in whom we have been interested resting. I saw her brothers thrusting their spears.”"
"O ke kupu ae la no ia o ka manao iloko o Kawelo, e pii e hoa’o e nana, a pane aku i ke aikane: “E aho e pii kaua e nana. Heaha la auanei ka hewa ke make kaua.” O ko iaia ae mai la no hoi ia. Ia laua nei e pii ana a hiki ma ka hale, ua pau ae ka auau ana a ua wahine nei. O ka wai auau iho la no nae ia o ka ihe a na kaikunane. Ia laua nei i ike aku ai i ua kaikamahine nei o ke kau aku la no ia o ua Kawelo nei i ke mele, penei:","Whereupon Kawelo made up his mind to go up and reconnoiter; so he said to his friend, “It is best that we both go up to investigate. What is there to repent should fortune be against us?” To which the other consented. As they journeyed upward and reached the house, the woman had just finished bathing; but the javelins of the brothers were her bath water. When they espied the young woman, Kawelo called forth in a chant as follows:"
"Aia la o a’u lehua i Luluupali, Ke paialewa ia ala e ka makani moae. E nana aku ana ia oe e ke hoapaio I hoa-aloha au nou e!","There is my lehua at Luluupali Which is wafted by the cold wind. I am beseeching you, O antagonist, To accept me as your friend."
"A pau ka ia nei kau ana aku i kana mele, o ka pa mai la no ia o ke kahea a ua kaikamahine nei. O ko laua nei hele aku la no ia a komo ana iloko o ka hale. Pane mai la ka makua o ke kaikamahine: “Heaha ke kuleana o ka hiki ana mai nei o olua ia nei?” Hai aku keia, me ka hai pololei aku no: “I pii mai nei maua no ka ike ana i kau hana—oia ke kumu o kuu pii ana mai nei.” Ia manawa, o ka hoomaka koke ia iho la no ia o ke a’o ia o laua nei a makaukau ma ia mea. Oi a’o aku no hoi laua nei a pau [ ] na mea i ke a’o ia ia laua nei, manao ka makua o make lakou ia Kawelo, huna oia i kekahi aole i haawi ia Kawelo o pau lakou i ka make iaia, oia hoi ke kaua pohaku.","At the end of the recital of his chant an invitation was shouted back by the young woman; whereupon they both proceeded and entered the house. The father of the young woman said: “What is the cause that brings you two hither?” He replied, giving his answer precisely, “Both of us have come here to investigate into your performance; that is the cause for which I journeyed hither.” Immediately they were taught, and they attained skill in that branch. They remained under instruction until the use of all weapons had been taught them, when fear dawned on the instructor lest [ ] they should all be defeated by Kawelo; so he withheld a certain method which he did not impart to Kawelo—this was warfare with stones."
"Oi noho aku lakou nei a liuliu wale, o ko ianei mare ae la no ia me Kanewahineikiaoha ke kaikamahine a ua kanaka nei. Kupu mai ka manao iloko o Kawelo e kii hou no i ua i’a nei a laua i lawaia mua ai me Makuakeke, a olelo aku i ka wahine: “E hele ana au i ka lawaia.” O kahi nae a lakou e noho nei, aia no ma Waiawa, Oahu. O ko ianei hele aku la no ia e halawai me ka lawaia a ianei, a o ko laua nei holo aku la no ia, a hiki no ma kahi a laua nei i lana mua ai. O ko laua nei kuu iho la no ia i ka upena, ahiu aku la ua i’a nei aohe kokoke mai i ka upena. Pane aku o Kawelo: “Aole e loaa ana ka i’a ia kaua. Ina e loaa kekahi uhu okoa ia kaua, alaila, loaa ka pakali nana e hoowalewale.” Oia kekahi mea i olelo ia e ka poe haku-mele, penei: “I laka no ka i’a i ka pakali,” a pela aku.","They settled down, and, in due time, he (Kawelo) married Kanewahineikiaoha, the daughter of the instructor. A thought seized Kawelo to go again after the fish which he and Makuakeke had attempted to catch, so he said to the wife: “I am going out fishing.” Now, the place they were then residing was at Waiawa, Oahu. He immediately set out to join his fishing companion, and both sailed out and arrived at the place where they had formerly floated. They lowered the net, but the fish became shy and kept away from the net. Kawelo remarked: “We shall not be able to catch the fish. If we can secure an uhu, then, we can have a bait that will tempt it.” This is a fact that has found expression among the composers of chants, in this manner: “The fish are tamed by the tempting bait,” etc."
"E waiho kakou no laua nei, a e kii ae kakou no na makua o Kawelo i Kauai. Aia i na makua o Kawelo e noho ana me ka pilikia, holo mai la kekahi mau kanaka e kii mai ia Kawelo i Oahu nei. O ka laua i’a o ka holo ana mai, he mau wahi pikao popolo, a me na kauna uku. A hiki ma ka hale o Kamalama ma, ninau aku o Kamalama, “Heaha mai nei ka olua?” “I holo mai nei maua e kii ia Kawelo. O ka makuakane ona, ua kipaku ia e Aikanaka. Oia ko maua hiki ana mai nei.”","Let us leave the two and go back to the parents of Kawelo, on Kauai. Whilst Kawelo’s parents remained in constant dread, some men journeyed here to Oahu to summon Kawelo. Their food on this voyage consisted of a few balls of popolo and a few fours of fleas. When they had arrived at the house of Kamalama, he asked: “What brings you two here?” “We came to fetch Kawelo. His father has been driven away by Aikanaka. That is why we came.”"
"O ko Kamalama liuliu iho la no ia i kona waa e kii ia Kawelo; o ka holo aku la no ia aole i lihi launa aku, pa e no kahea a ua Kamalama nei: “E Kawelo e! Ua pilikia ou mau makua. Ua kipaku ia e Aikanaka.” A huli hoi mai la no ua aikane nei a ianei, me ka manao o loaa koke mai no a make ia Kawelo. A lohe o Kawelo i keia leo kahea, aohe nae he manao mai, e ake no o ka make o ka enemi. A hei ua i’a nei, olelo iho ua lawaia nei: “Ke kahea ia mai la oe.” O ka huli ae la no ia o Kawelo, a olelo aku: “Noho pono iho.” I lawa no a noho pono o Makuakeke, he lohe ana kana i ke umi o ka hanu, me kona manao no e loaa mai o Kamalama iaia. Eono no mapuna hoe a ua kamaeu nei, lihi launa i ke awa. O ua lawaia nei nae, ke holea mau ia aia iluna o ka waa; aia hoi ke hookui ia ala ke poo o ka waa i o ia nei. Hapai no hoi ko ke aikane waa. Aole i kaa aku ka hope i uka, kamumu ana ko Kawelo waa, a olelo aku la oia i ke aikane: “Heaha kau o ke kahea ana ae nei?” “I kahea ia aku nei hoi paha oe, o na makua o kaua ua kokoke e make. Nolaila au i kii aku nei ia oe.”","Kamalama thereupon prepared his canoe to go after Kawelo; he set out but was still at a great distance when he commenced to call out: “O Kawelo! Your parents are in trouble. They have been ousted by Aikanaka.” Whence the friend returned, thinking that he would be overtaken and defeated by Kawelo. Kawelo heard the call, but paid no attention to it, for he wanted to capture his prey. When the fish was caught the fisherman said to him: “You are being called.” Whereto Kawelo turned around and commanded: “Sit firmly.” No sooner had Makuakeke taken a firm seat than he heard the breath drawn in, Kawelo being sure to overtake Kamalama. Six strokes of the paddle by the superhuman one brought them to the landing. As to the fisherman, however, he was constantly rocked about on the canoe; and the stem of the canoe pointed to this and that direction. His friend’s canoe was then being lifted. The stern had not yet reached the shore when Kawelo’s canoe shot in, and he said to his friend: “Why did you call me?” “You were called; our parents are approaching death. For that reason I went forth to summon you.”"
"O ka liuliu iho la no ia o ua Kawelo nei me ka wahine, me ke aikane, me na [ ] ulu a ia nei, he umi. Eia na inoa: o na ulu elua i holo pu mai ai mai Kauai mai, oia o Kaulukauloko ame Kaulukauwaho, Kauluikapapaakea, Kauluikawekiu, Paapaaina, Aumai, Hawewe, Haulili, Hanaula, ame Aiwohi. O ko lakou nei liuliu iho la no ia, hana ia iho la nae o Kawelo a kohu ope moena, a kau ia iho la iluna pono o ka waa. O ko lakou nei holo aku la no ia a kaalo ana mawaho o Wailua, i Kauai.","At once Kawelo made preparations, with his wife, friend and ulus , ten in number. [ ] Here are their names: the two ulus that had come together from Kauai, who were Kaulukauloko and Kaulukauwaho; Kauluikapapaakea, Kauluikawekiu, Paapaaina, Aumai, Hawewe, Haulili, Hanaula and Aiwohi. They immediately set to work, but Kawelo was fashioned so as to resemble a roll of mat and deposited squarely on the canoe. Then they sailed out and appeared outside of Wailua, on Kauai."
"Ia wa ike e mai la no o Aikanaka ke ’lii nui he waa keia e lana aku nei, a o ke kahea aku la no ia i kahi elele ana: “E Haweo e!” “E-o,” wahi a Haweo. “E holo oe e nana i kela waa, he waa kaua paha, a i ole ia, he waa makaikai paha?” O ko ianei holo mai la no ia a ku ana ma uka o ke awa, a ninau ana i na kanaka o luna o ka waa: “He waa aha ka waa?” Pane mai o Kamalama: “He waa kaua.” “O kena waa hookahi wale no la e pau iho no o Wailua nei ia oukou?” O ka hoi aku la no ia o ua elele nei a ku ana i mua o ke alo o ke alii. Pane mai ke alii: “He waa aha ka waa?” “He waa kaua.” O ka hookuu ia mai la no ia o kekahi poe kaua, o Walaheeikio ko lakou mea nui, ua akamai i kela kaua keia kaua. Ike aku la na ulu a ianei, o ka pane iho la no ia o Kamalama, “Aia la he kanaka me na koa.” Hai ae o Kawelo: “O Walaheeikio kena. E wehe ae oukou ia’u.” O ka wehe ia ae la no ia a ku ana i waena o kuaiako o ka waa o lakou nei. A olelo aenei ua koa nei a Aikanaka: “Owai ke kanaka koa o luna o kena waa.” Pane ae la no o ua Kawelo nei: “Owau no.” Olelo aku ua koa nei: “Aohe paha he mea e kanalua iho ai o keia ihe ia oe. Aohe ka hoi he hala o ka’u ihe i ka pua o ka mauu, i ka uhini, aiwa aku ka hoi o kena papai hale la, o ka mea auanei ia e hala ai o ka’u ihe.” E kau mai ana o Kawelo i keia mele:","At this moment, Aikanaka had an instinctive knowledge that a canoe was then floating and called to his messenger: “Say, Haweo!” “What is it?” Haweo replied. “You run out and inquire regarding that canoe, whether it be a war canoe, or, if not, a sightseeing one.” The latter hurried off and soon stood above the landing and inquired of the men on the canoe: “What is the nature of the canoe?” Kamalama made reply: “A canoe to carry on war.” “Shall that one canoe enable you to make a sweeping conquest of Wailua here?” At which the messenger returned and stood in the presence of the king. The king said: “What is the nature of the canoe?” “A war canoe.” Immediately some warriors were sent out; Walaheeikio was their chief and skilled in various wars. His (Kawelo’s) ulus saw him; and Kamalama said: “There he is, a man with warriors.” Kawelo informed [them]: “That is Walaheeikio. You disengage me.” At which he was taken out, and he stood on the platform of their canoe. The warrior of Aikanaka called forth a challenge: “Who is your champion of that canoe?” Kawelo then replied: “Myself.” The warrior remarked: “There is not the slightest doubt that this javelin will spare you. My javelin has not even missed the blade of grass and the grasshopper, but lo! with yonder hut, my javelin shall never fail to hit the mark.” Kawelo thereupon recited this chant:"
Walaheeikio e! Walaheeikio e! Pahu ana oe i kau ihe; A pekua ae i ka pola o ka malo— He mea mai nui nou ka hilahila ea!,O Walaheeikio! O Walaheeikio! When you thrust your javelin It is warded off with the end of the loin-cloth— Won’t the degradation be a pain to you!
"“Aole paha e hala keia ihe ia oe.” Oia ku no ko ua koa nei a pololei, i pahu aku ka hana, pekua ia oia i ka pola o ka malo. E pahu mai ana o Kawelo i kana ihe—o ka inoa o ka Kawelo ihe oia o Koihelaumeki—e hamo ia iho ana ua koa nei. Hookahi no ia pahu ana, mai ka piko o ke poo a makau ka laau a ia nei i kahi ino ona. E luku aku ana na ulu o ua Kawelo nei a koe aku la no kahi ahailono. Pane mai o Aikanaka: “Pehea mai la ke kaua a oukou?” “Pehea mai ka hoi kau. O makou, ua pau loa, a owau wale no koe. He ola mahunehune mai nei paha ko’u i ko lakou la lima; hoi iho no paha ka’u, o ko makou alii koa i iho aku nei, aole i hanaino ia mai, i [ ] olelo ia mai no e pahu aku ka ihe, e pekua ae ana i ka pola o ka malo. Hana ia iho i ka iala ihe a mokupu mai ke poo a hala ilalo.”","“This javelin would not, perhaps, miss you.” The warrior planted himself erect but on thrusting, his spear was warded off with the end of the loin-cloth. Kawelo was at the same moment thrusting, his javelin—the name of Kawelo’s javelin was Koihelaumeki—and the warrior was laid low. With that one thrust the weapon made a clean cut from his head and lodged in his detested spot. Kawelo’s ulus were vigorously conducting the war, the informant being the one to escape. Said Aikanaka, “How fared your battle?” “Lo, you question! We have all met with disastrous defeat, and I am the only one spared. Maybe I have escaped by a hair’s breath from falling into their power; and furthermore, I admit that our leader, who was sent [ ] thither, received no brutal treatment; he was told to thrust his javelin, but it was warded off with the end of the loin-cloth. Then the other sent his javelin home, and he was pierced from the head clear down.”"
"O ka hoouna hou ia ae la no ia o kekahi mea hou me kona mau koa, oia o Maumauikio. I ka hiki ana mai o Maumauikio me kona mau koa, olelo aku o Aikanaka: “Pehea? E make no anei o Kawelo ia oe i keia la?” Olelo aku keia: “E make ana no ia’u, nokamea, o kela koa no o makou, aole no i makaukau. Owau ka mea i makaukau ma keia hana.” O ko ia nei iho aku la no ia me na koa, a ku ana keia ma ke awa. O ke kau aku la no ia o ua koa nei i ke mele, penei:","Soon another leader, who was Maumauikio, and his men were sent for. On the arrival of Maumauikio and his warriors, Aikanaka inquired: “How is it; can you overcome Kawelo today?” The other replied: “He shall be defeated by me, because that warrior of ours was not skillful enough. I am the one who has a wide experience in this art.” Upon this, he went down with the soldiers and soon appeared at the landing. Then the warrior called forth in a chant as follows:"
"O ka laula Kapaa ka’u minamina, Ke paialewa ia ala e ka makani naulu, E hoohaehae ana i ka wai paoa, E i mai ana paha ia’u he pumaia—e!","I bewail the broad expanse of Kapaa, That is being traversed by the naulu wind, Which is challenging the wai-pa oa [wind]; That is perhaps considering me a bunch of bananas."
"A pau ke mele ana a ua koa nei, o ke kau aku la no ia o Kawelo i kana mele:","And when the warrior had finished, Kawelo then responded with his chant:"
"Huli, haliu Kawaikini-a-Kane Hakai lua nei i ke anu o Waialeale O ke kupu no ia o Maunahina—e! A Maunahina huki na pea a ke koolau O ka hoi ka pakele e ke hoapaio Aloha oe—e!","Turn around! Observe Kawaikini-a-Kane That is exceedingly permeated with the chill of Waialeale. Yes, that is the gift of Maunahina! At Maunahina descended the ends of the koolau wind. To return is the safety, O combatant. Woe betide you!"
"O ka pane aku la no ia o ua koa nei: “Aole paha au i hele mai nei e hoolohi; aole paha e hala keia ihe ia oe. Aole no he ike o Walaheeikio, ua hiki no kona make ana, aka, owau, aole e hala kuu ihe ia oe.” Kau mai no o Kawelo i kana mele, penei:","Whereto the warrior replied: “I came not to delay; this javelin, perhaps, shall not spare you. Walaheeikio possessed no knowledge; it is well that he was vanquished. But I —my javelin shall never miss you.” At this Kawelo recited his chant, as follows:"
"Maumauikio—e! Maumauikio — e! Pahu ana oe i kau ihe A pekua ae i ka pola o ka malo, He mea mai nui nou ka hilahila, ea!",O Maumauikio! O Maumauikio! When you thrust your javelin It is warded off with the end of the loin-cloth— Won’t it be a shame that will pain you greatly!
"E pahu iho ana ua koa nei i kana ihe, paa ia mai e Kamalama ka ihe a ua koa nei. E pahu ia mai ana e Kamalama a make ua koa nei. Auhee aku la na koa; e alualu aku ana na ulu a Kawelo a koe no ua wahi kanaka nei i hookoe ia ai mamua, poholehole nae ke kua i ka ualu ia aku. Oi noke o Kawelo i na koa a pau i ka make. Ia wa kupu mai ka manao iloko o Aikanaka; a kauoha iho i ka elele: “E aho paha e kii oe ia Kauahoa e hele mai e kaua me ka pokii ona. Aohe o kakou wahi i koe, ua pau kakou i ka make.”","As the warrior thrust his javelin it was held fast by Kamalama. Kamalama then made a thrust and the fighter was killed. The soldiers fled, but were annihilated by the ulus of Kawelo, and the individual that had been spared before was left; his back was, however, injured from having been scratched. Kawelo started to slay all the soldiers. In the meanwhile a desire came into Aikanaka who commanded the messenger, saying: “It is perhaps well that you summon Kauahoa to come hither and combat with his younger brother. We have no hope left; we have been made powerless—utterly hopeless and despairing.”"
"Pupuu a hoolei loa ku ana ua wahi elele nei i ke kahawai o Hanalei a kahea ana. I nana aku auanei ka hia e moe ana no ua Kauahoa nei, hoi ka wai i uka, pilau ka [ ] oopu o kai! Kahea iho la keia: “E Kauahoa—e! Ua pilikia ko kaikuaana haku. Ua pau i ka make i ko pokii ia Kawelo.” Ia wa puoho ae la keia a olelo aku: “O hoi a mahope aku au.” O ko ianei ala ae la no ia, o ke ku no ua laau nei a ia nei, oia o Kahihikolo, he laau kapu keia na Kumakaohuohu, o ka pokii haku hoi; he ole ia kapu, o ka uhuki mai la no ia, o ka kumu, o ka lau, a o iho mai la no ia o Kauahoa a ku ana i ke awa. Ike mai la ke kaikaina hoahanau a kau mai ana kela i kana mele, penei:","Soon the messenger stood on the bank of the stream of Hanalei and called out. When he looked ahead, behold! Kauahoa was lying in deep slumber—the water returned to the upland; the gobies decayed in the lowland! Then he called: “Say, [ ] Kauahoa! Your older brother is in trouble. They have been placed in a dangerous position by your younger brother, Kawelo.” At that moment he awoke and said: “Return and I will follow.” He immediately bestirred himself and as his weapon, Kahihikolo, which was sacred to Kumakaohuohu, his superior younger brother, stood near at hand, the sacredness was ignored; he uprooted it, trunk and leaves, and went down and stood at the landing. His younger brother saw and recited his chant, as follows:"
"E ala e Kauahoa! Ke kamaeu o Hanalei, Huhua kana moe i ke awakea, Kapae ke kaua e ka hoahanau— waiho ia’u i kou hanauna.","Awake, O Kauahoa, The champion of Hanalei! Strikingly strange is his slumber during the noonday. Postpone the battle, O companion-in-birth; Spare me who is your kinsman."
"Olelo aku o Kauahoa: “Aole paha e na iho kuu laau ia oe. Kui lei no kaua: lawa no ko’u lei, lawa ole no kou. Mimi no kaua: loihi no ko’u mimi, loihi ole kou. Aole paha e waiho iho keia laau ia oe.” E uhau iho ana o ua Kauahoa nei, pa nolu iho la i ke kua o Kawelo, e kauoha ae ana kela i na ulu a ia nei: “E Kaulukauloko, Kaulukauwaho, a pela aku, nai kai a oukou, kohia ka lala o ka laau.” I hoeu ae ka hana o ua Kauahoa nei aohe eu ae. E hamo iho ana o Kawelo i ka ihe a ia nei, oia o Kuikaa, mai ke poo a hiki i ka wawae, a make o Kauahoa.","Kauahoa replied: “Perhaps my weapon will not be fully satisfied with you. Let us string flowers; my garland is completed, whereas yours is not. Let us urinate. I urinate for a length of time; you, a short time. Why, then, will this weapon spare you?” Kauahoa struck but [the blow] fell harmlessly on the back of Kawelo, who urged his ulus forward: “O Kaulukauloko, Kaulukauwaho, etc., strike vehemently; and hold the weapon down fast.” When Kauahoa tried to withdraw [the weapon] it moved not. Kawelo ran his spear, Kuikaa, from head to foot, and Kauahoa was killed."
"Aia ia Kawelo e hoonanea ana me ka loaa ole o ka mea nana e hoonioni i ke kaua, aka, mahope nae o ko laua noho pu ana me kana wahine, o ke kii ia mai la no ia o ka wahine a ianei e ka haku alii, oia hoi o Aikanaka. Hoaa iho la ua Kawelo nei i ka wahine ole. A no ka nui minamina loa o ua Kawelo nei i ka wahine ana, kupu mai la ka manao iloko ona i mea e make ai ke kaikuaana haku ona.","Kawelo dwelt peacefully with no one to contend with in war, but, after living together with his wife she was taken by the ruling chief, Aikanaka. At this, Kawelo was left without a wife. Because Kawelo grieved very much for his wife, a thought came to him to seek a way whereby his older brother might be thwarted."
"Noho wale iho no keia me ka mine ana iho iloko ona: “Heaha la ka’u e hana aku ai iaia. ” “O ka make paha, o ke ola paha.” A liuliu wale kona nune ana, ia manawa, ike aku la keia i ka piha mau o kai i ka heenalu, o ka piha mau iho la no ia mai ke kakahiaka a po, a nui loa ka makemake iloko o Kawelo. O ko ianei manao ole ae la no ia he wahine, lilo aku la keia i ka puni a ianei o ka heenalu. E waiho ae kakou no ke kamailio ana no Kawelo, a e kamailio ae kakou no ke aikane aloha a ua kupueu nei a me na ulu a ianei.","He dwelt alone, but meditated within himself: “What shall I do to him? Either death, perhaps, or life?” And when he had spent some time in musing, all at once he noticed the crowd assembled on the lowland for surf-riding, which always drew a gathering from morning to evening, and great was the desire of Kawelo; consequently he forgot his wife and engaged in his favorite pastime of surf-riding. Let us now depart from the narrative of Kawelo and speak about the beloved friend of the marvelous one and his ulu followers."
"Aia ia lakou e noho ana me ka hoonanea i ka lakou hana, oia hoi ka oo ihe, a mahope oia wa a lakou e hana nei, kupu mai la ka manao iloko o ke ’lii, o Aikanaka e [ ] pepehi ia lakou nei a pau i ka make; a pane aku i ka wahine a ke kaikaina i lawe ia mai ai eia: “E! e ka wahine i lawe ia e a’u mamuli o kuu mau lima.” “Heaha?” wahi a ka wahine. “Pehea, e make ana no anei ia’u o Kawelo a me na ulu ana?” Hai mai ka wahine: “Ina he makemake kou e make kuu kane a me na ulu ana, eia wale no ke kumu e make ai, ina he makemake, e make mua na ulu, alaila, e kuahaua oe i na kanaka a pau e poalima, aohe he kanaka noho aku iloko oia wa au e olelo ai; noho no make. Ilaila ka hoi e make ai na ulu, a mahope aku kuu kane. Eia nae la, ua a’o au i kuu kane: ua pau na mea a pau i ke a’o ia, a koe hookahi mea i koe, aia ke kaua pohaku, aole i a’o ia e a’u. Ina nae e ola mai kela mai loko mai o ia make, alaila, ehia mea aloha o ko kaua mau iwi i ke kaulai ia ae i ka la.” Olelo aku no keia: “Ua ike ia aku la auanei kaua?” Ia manawa mahope mai o ke kuahaua aku la no ia o ua Aikanaka nei i na kanaka, aohe kanaka noho, noho no make i ke kauoha a ke ’lii. E waiho ae kakou no ke kauoha a ke ’lii a e huli ae kakou no na ulu a Kawelo, e aha ana la ua poe ulu nei.","Whilst they were engaged with comparative comfort in their special calling, spear practice, thereafter an idea occurred to the king, Aikanaka, to destroy them [ ] all; and he said to the wife of his younger brother whom he had brought: “Say, you woman whom I have taken by my own hands!” “What is it?” the wife answered. “How is it; is it possible for me to defeat Kawelo and his ulu adherents?” She replied: “If you want to kill my husband and his ulus, here is the only way to insure death: Should you wish the death of the ulus first, then proclaim that all the people gather together to perform the Friday tasks; and no man shall stay away during that time you have so decreed, and he who defaults will suffer death. Thereby the ulus will be killed, and afterwards my husband. Furthermore, however, I have instructed my husband: all things were taught him, except one, and that is fighting with stones, which art I did not teach him. But if he should come out unscathed from that death-dealing method, what a great pity would it then be that our bones should be allowed to bleach in the sun.” The other remarked: “Does he know what he has in store?” Soon after this, Aikanaka summoned all the men to assemble; no man should stay back, and if any was absent from the king’s call, death would be the penalty. Let us leave the proclamation of the king and turn aside to the ulus of Kawelo. What are they doing now?"
"Aia i ka wa a ua poe ulu nei e hoomakaukau ana e pii i ka makaikai i ke kuahaua a ke ’lii, olelo mua aku o Kamalamaikipokii i ka nui ulu o lakou: “I pii auanei kakou a i hiki i ka poalima, mai lalau kekahi o kakou, e noho pu no kakou ma kahi hookahi, malia he kuahaua hana make keia no kakou.”","While the ulus were making preparation to attend and ascertain the object of the king’s proclamation, young Kamalama first cautioned the most of the ulus: “Should we ascend, and should the labor day approach, do not one of you go off; we must remain in one place together; maybe this is a summons wherein our death is planned. ”"
"Ae mai la no hoi na ulu, ko lakou nei pii aku la no ia a hiki i kahi i hoomakaukau ia no ka hana. I nana aku auanei ka hana o lakou nei, me na oo wale no ka nui o na kanaka e paa ana i ka lima. Ua paa mai la no nae ua Kamalama nei i kana wahi ihe, oia hoi o Hawae. Olelo aku la keia i na ulu: “I noho auanei kakou a i kahea ia mai e ke ’lii e pii i ka hana ea; alaila, e pii like kakou. Eia la ke kau wale mai nei no ia’u ke ano kaumaha, e make ana kakou, aohe ahailono o kakou e koe ana.” Olelo mai o Kaulukauloko: “E nalo no hoi e make ana ia lakou, oia iho la no hoi; aia no la hoi i na hana ana.”","The ulus readily assented. They therefore went up and approached the place that had been set apart for the work. To their surprise, they noticed the majority of the men held diggers in their hands. But Kamalama had brought his javelin, Hawae, along. Said he to the ulus: “In the event of our remaining here, and the king commands us to ascend to perform the labor, then go up in a body. Here it is: Doom appears to lurk before me—we are going to be killed, and no survivor will remain.” Kaulukauloko remarked: “Decidedly so; if we are defeated by them, that is all to it; but wait until the trial takes place.”"
