L1 Hawaiian_Text,Reference_Translation
"Ia lakou e kamailio ana no na mea e pili ana i ka make o ua manu nei, komo ana ka eheu akau o ua manu nei, kokolo aku la a loaa ua mau kanaka nei i loko lilo o ke ana, umii mai la ka eheu a paa ua mau kanaka nei. A makaukau ka eheu e lawe mai ia laua, kahea mai laua ia Aukelenuiaiku: “Eia maua i luna o ka eheu kahi i kau ai.” A lohe o Aukelenuiaiku, wehe ae la ia i ka pahu, lalau iho la i ke koi, a ooki iho la i ka eheu o ua manu nei, a moku iho la. A moku ka eheu akau, iho mai la ka eheu hema, ooki iho la no o Aukelenuiaiku, moku, kiola no keia mau kanaka i loko o ke ahi; mahope o ka moku ana o na eheu, iho mai la ka nuku, ooki aku ana o Aukelenuiaiku, kaawale ke poo me ke kino. [ ]","While they were talking about killing the bird, in came the right wing of the bird and it began stretching further and further into the cave until it reached the two men, then it grabbed them. When the wing was about to be drawn to the body with the two men, they called out to Aukelenuiaiku: “Here we are on the wing of the bird.” When Aukelenuiaiku heard this he opened his box, took out the axe and began cutting the wing of the bird until it was severed. As soon as the right wing was cut the left wing reached into the cave, when Aukelenuiaiku cut that wing off also, and the men took it up and threw it into the fire. After the two wings had been cut off, the beak reached into the cave and that too was cut off, clean from the body. [ ]"
"A make ua manu nei o Halulu, huhuki ae la ia i na hulu ma ke poo o ua manu la, a kiola mai la i lalo. O keia hulu i huhuki ia ai e Aukelenuiaiku, lele mai la ia a ma ke alo o Namakaokahai, ike iho la ia, o na hulu i ke poo o ka manu, o Halulu.","After the bird Halulu was killed, he pulled a few feathers out of the bird’s head and threw them to the ground away from the cliff. These feathers that were pulled by Aukelenuiaiku flew until they fell in the very presence of Namakaokahai, where they were seen by her and recognized as the head feathers of the bird Halulu."
"Maanei, e kamailio uuku kakou no ka manu a me Namakaokahai, i ko laua pili ana ma ke kumu. He kaikunane o Halulu manu, no Namakaokahai, ke ’lii wahine o ka aina o Kalakeenuiakane. A ike o Namakaokahai ua make o Halulu, kona kaikunane, kahea aku la ia i kona mau kaikunane, ia Kanemoe, Leapua, Kahaumana, Kaneapua. I aku o Namakaokahai ia lakou: “Eia o Hinawaikolii, na hulu i ka lae o Halulu, ua make, ua pepehi ia.” A lohe na kaikunane, olelo aku la ia Namakaokahai: “Ua pono no ia ke make, no ka mea, he hana ino kana, he ai i ke kanaka.”","We will now take up the relationship between the bird and Namakaokahai, for they were connected. The bird Halulu was a cousin to Namakaokahai, the queen of the land of Kalakeenuiakane. When Namakaokahai saw that her cousin Halulu was dead she called for her brothers, Kanemoe, Leapua, Kahaumana and Kaneapua. When they came to her she said to them: “Here are Hinawaikoli, the feathers from the forehead of Halulu, who is dead. He has been killed.” When the brothers heard this, they said to Namakaokahai: “It is quite right that the bird should be killed, because he is an evil thing, he eats men.”"
"Ma keia make ana o ua manu nei ia Aukelenuiaiku, okioki iho la lakou i ka io, a koala aku la i luna o ke ahi, a ai iho la lakou. Mahope o laila, imi iho la lakou i alanui e hoi ai i lalo nei, aka, e noho ana ia wa, ko Halulu lua, he manu no, o Kiwaha ka inoa. Haawi mai la ia ia Aukelenuiaiku i alanui. Oia ke anuenue poomuku, ekolu ano, he lenalena, he ula, he omaomao. A malaila lakou i hoi ai a hiki i lalo. Ma keia mau hana o pau a Aukelenuiaiku, ua mahalo na kanaka eha ia ia, no kona malama ana ia lakou i loko o ka make, a me ke alanui kahi o lakou i hoi ai i lalo, a ua aloha lakou ia ia.","After the bird was killed, Aukelenuiaiku and the men cut it up and roasted some of the meat on the coals, and after the meat was cooked they sat down and had their meal. After their meal was finished, they began to study how to get down from the cliff. At this time there was another bird in the cave, the mate of Halulu, by the name of Kiwaha. This bird gave Aukelenuiaiku the means of getting down the cliff, by giving him a short-ended rainbow, one with only three colors, yellow, red and green. By means of this rainbow they reached the bottom of the cliff. In thus getting away successfully, the four men were thankful to Aukelenuiaiku, for they knew that they were rescued from a terrible death, and so they were very grateful for the kindness shown them."
"A hiki o Aukelenuiaiku i lalo me na kanaka, lawe ae la o Kiwaha i ke alanui anuenue i ka pali, mahope o laila, ninau aku o Aukelenuiaiku i na kanaka: “Heaha ka oukou mau mea ono?” I mai lakou: “He ko ka’u, he uwala ka’u, he maia ka’u, he kalo ka’u.” Olelo aku o Aukelenuiaiku ia lakou: “He kapu ke ko na kuu keiki, ina e ai, o kona manawa ia e make ai, pela ka uala, ka maia, ke kalo, nolaila, mai noho oukou a lalau i keia mau mea a pau loa ke hele kakou ma ke alanui, o make oukou.” A pau ke ao ana o Aukelenuiaiku ia lakou, alaila, hele aku la lakou. Ma keia hele ana aole lakou i malama i na olelo a Aukelenuiaiku. O ke kanaka puni ko, lalau aku la ia i ka puna o ke ko, a make iho la ia; pela lakou a pau loa eha, ua make lakou, mamuli o ka lakou mau mea i ono ai, a papale i na olelo ao a Aukelenuiaiku.","When Aukelenuiaiku and the men reached the bottom [of the cliff], Kiwaha again took up the rainbow and placed it on the cliff. After this Aukelenuiaiku asked the men: “What do you want?” They each answered: “I want a piece of sugar-cane.” “I want a potato.” “I want a banana.” “I want a taro.” Aukelenuiaiku then said to them: “The sugar-cane is kapued for my son. If any one eats it he will die. So are the potatoes, the bananas and the taro. So I will advise each of you not to touch these things as we go on our way, else you will all die.” After giving them this advice they all started out. On the way, however, the men did not adhere to the advice given them by Aukelenuiaiku, for he who wanted the sugar-cane took a piece and ate it, so he died; the other three men also took up the things they craved for and they also died. Thus did the four men die, for not keeping the advice given them by Aukelenuiaiku."
"A pau lakou i ka lilo i ka make, koe iho la o Aukelenuiaiku, hoi aku la ia a hiki i ka hale, ike mai la ka wahine me na kaikoeke, uwe mai la, a halawai ae la lakou me ka oluolu aloha. Mahope o keia halawai ana, noho pu iho la laua, he kane a he wahine, ma keia noho ana ua uhi ia ko laua mau manao i ke aloha a me ke manao, a hala ka wa loihi [ ] o keia noho ana. Ua uhi ia ka manao o ke ’lii wahine no kana kane, a ua pau kona manao maluna o Aukelenuiaiku. Nolaila, haawi mai la o Namakaokahai, kana wahine i ka ea o ka aina, a me na mea a pau loa i loko o ko Aukelenuiaiku lima, a me kona mau kino ano akua kekahi.","After the death of the four men, Aukelenuiaiku continued on by himself until he reached the house. When the wife and the brothers-in-law saw Aukelenuiaiku, they all wept for joy and he was welcomed home. After this, Aukelenuiaiku and his wife lived on happily, each determined to love each other more and more. The wife [ ] had no other thoughts but of the comfort of her husband. They continued living this way for some time. Because of this great love for her husband, Namakaokahai gave over the kingdom to her husband, as well as everything else at her command; and she even gave him the command and the use of her supernatural bodies."
"I kekahi la, komo aku la o Aukelenuiaiku i loko o ka hale e ai ai, ia ia e ai ana’ wehe malu ae la o Namakaokahai i ka pahu o ke ’kua o Aukelenuiaiku, a nana iho la i loko, e waiho ana ke koi a me ka pahi i loko, lalau iho la ia ma ka oi o ke koi a hamo iho la, moku ae la ka lima, a kahe ke koko, nolaila, pane iho la o Namakaokahai: “Kupanaha! he mea maikai no ka hoi ka kuu kane e huna nei;” a pau kona nana ana, huna iho la ia. A pau ka ai ana o Aukelenuiaiku, hoi mai la ia a noho. Hoomaoe aku la o Namakaokahai iaia: “Ea! heaha kau mau mea maikai o ka hele ana mai?” Lalau iho la o Aukelenuiaiku i ka pahu a wehe ae la, lalau iho la i ke koi a me ka pahi, a haawi aku la ia Namakaokahai, me ka olelo aku: “O keia mau mea elua, na mea maikai a’u i lawe mai ai mai ka aina o Kuaihelani mai, a oia mau mea elua a me kuu akua, akolu mea maikai loa.” Ninau mai kana wahine: “Heaha ka waiwai a me ka hana a keia mau mea?” “He oki i ka laau a moku, a pela ka pahi, he mea okioki no na mea uaua a pau loa.” A lohe o Namakaokahai i keia mau olelo a Aukelenuiaiku, olelo aku la ia i kana kane: “E! o kau mea maikai, o ka’u mea maikai, hooili na ka kaua keiki.”","One day when Aukelenuiaiku entered the eating house, to have something to eat, while so doing, Namakaokahai secretly opened the box containing the god of Aukelenuiaiku. Looking in she saw the axe and the knife. She then took up the axe and ran her fingers over the edge, cutting her fingers so they bled. Namakaokahai then said: “How strange! here my husband has some very good things which he is hiding from me!” After looking over these things she closed the box and put it away. When Aukelenuiaiku finished his meal he returned and sat down. Namakaokahai then asked him, pretending not to have seen what was in the box, saying: “Say, what useful things did you bring with you when you came?” Aukelenuiaiku then picked up the box and opening it, he took out the axe and knife and gave them over to his wife, saying: “These two things which I have brought with me from the land of Kuaihelani are very good and useful. These two things together with my god are the three things of the greatest value.” The wife then asked him: “What are these things good for?” “The axe will cut a log of wood in two. The knife is also useful, for it can cut any tough thing you have.” When Namakaokahai heard this she said to her husband: “Say, your valuable things together with mine we will leave with our child.”"
"Ma keia wahi aku, e ike kakou i ka mana o Namakaokahai, a me kona make ole i nei mea oi o ke koi, a e maopopo no auanei ia kakou he ano aku no kona. A pau ko laua kamailio ana no ke koi a me ka pahi, olelo aku o Namakaokahai i kana kane ia Aukelenuiaiku: “E oki mai oe ia’u i ke koi.” I aku o Aukelenuiaiku: “Kupanaha oe! o oe no ka’u wahine ponoi, a pehea la wau e ooki aku ai ia oe, a make iho; e aho, i ke kanaka e au e ooki ai i ke koi a moku, a i ole ia he hoa hakaka, aole o oe o ko’u io ponoi.” I mai ka wahine: “Kahaha! e haawi hoi paha auanei oe i ke koi ia hai, lilo hoi ka mea maikai a ka kaua keiki, nolaila, e hoao mai no oe ia’u.” A no ko Namakaokahai paakiki loa, ae aku kana kane; ma keia ae ana o kana kane, ua lilo ia i mea oluolu loa ia Namakaokahai. Mahope o keia ae ana o Aukelenuiaiku e ooki aku ia Namakaokahai i ke koi, hoolei loa aku la na wawae o Namakaokahai a pololei, ooki iho la o Aukelenuiaiku i ke koi.","Further on in our story we will see the supernatural powers of Namakaokahai, and how it was impossible to kill her, although she was cut up with the axe; by which acts we will know that she was not human. After talking about the axe and knife, Namakaokahai said to her husband: “You proceed and cut me into pieces with the axe.” Aukelenuiaiku said: “How strange of you to ask me to do such a thing as to cut you up, my own wife! How can I do such a thing, for it will mean your death? Rather let me cut up some other person with this axe, or my opponent in some fight, not you, my own flesh.” The wife replied: “You might give this axe to someone else and thus deprive our child of such a useful thing. Therefore I want you to try it on me.” And because Namakaokahai insisted on it, the husband finally gave in, whereat she was much pleased. When this consent was given Namakaokahai stretched out her legs and Aukelenuiaiku severed them with the axe."
"A pau loa ke kino o Namakaokahai i ka moku i ke koi a Aukelenuiaiku, ninau ae la ke poo o Namakaokahai ia Aukelenuiaiku: “Ea! pau ae la kau mea maikai e ke kane?” “Ae, ua pau loa ae la, no ka mea, a moku keia mea he kanaka, he make kona hope.” Mahope o keia olelo a Aukelenuiaiku, pane mai o Namakaokahai: “Ae, pau ae la kau mea maikai, o ka’u mea maikai koe.” Ma keia olelo a Namakaokahai, hoi ae la kona kino a hui ma kahi mua, pela na wahi a pau loa i kaawale, a ola ae la ia e like me mamua. Kahea aku la ia i kona mau kaikunane eha, oia o Kaneapua, Kanemoe, Leapua, Kahaumana. A hiki mai la na kaikunane i mua o ko lakou kaikuahine, o Namakaokahai, i aku la ia: “E aha la wau, e pali paha wau?” Ae aku la na kaikunane, “ae, e pali oe.” Ia wa, ku ana ua pali, lele koae, laumania, nanao, nihinihi; hamo ae la o Aukelenuiaiku me ka makau a me ka hopohopo. Alaila, oili ae la o Namakaokahai a ku ana maluna o ka welau o ka pali, a nana iho i ke kane me ka ninau iho: “E aha ana oe?” I aku ke kane: “E mahalo iho ana au, o kau mea maikai, o ka’u mea maikai, na ka kaua keiki ia.” Ma keia olelo a Aukelenuiaiku, he kanaaho wale ae no, he makau kona e noho ana.","After the body of Namakaokahai had been cut up into several pieces, the head asked of Aukelenuiaiku: “Are these all the useful things my husband brought with him?” “Yes, these are all; and I am surprised at you, for when a person is cut up in this manner, death is certain.” Namakaokahai then replied: “If these are all the useful things you have, I will now show you what I have.” Saying this, the pieces began to get together of their own accord, and in a short space of time the body was again complete and restored as before. She then called for her four brothers, Kaneapua, Kanemoe, Leapua and Kahaumana. Upon their arrival the sister asked them: “What shall I change myself into? Shall it be into a cliff?” Her brothers then answered: “Yes, change yourself into a cliff.” At that very moment a great, high cliff stood before them, smooth and straight up and down, where the koae was seen flying. Aukelenuiaiku looked at it and touched its smooth sides with his hands with fear and great excitement. He next saw Namakaokahai, his wife, standing on the very top of the cliff; then he saw her looking down at him, and she called: “What are you doing?” The husband replied: “I am admiring your supernatural powers. Your useful things together with mine will be a great inheritance for our child.” In making this reply, Aukelenuiaiku made believe that he was not afraid; but in fact he was almost overcome with fear."
"Ia Namakaokahai e ku ana i luna o ka pali, kahea iho la i na kaikunane ona eha: “E aha la wau, e kai paha?” Ae aku na kaikunane, “ae, e kai oe.” Lilo ae la ka aina i kai, he nalu ma na wahi a pau loa, aohe wahi kaawale i koe, a o Aukelenuiaiku, i loko o ka manawa e poi nei ka nalu, oili ae la o Namakaokahai, a ninau mai la i ke kane: “E Aukelenuiaiku, e aha ana oe?” I aku ke kane: “E mahalo ae ana au i keia mea maikai au.”","While Namakaokahai was standing there on the cliff, she called out to her four brothers and said: “What shall I change myself into now? Shall it be into an ocean?” The brothers replied: “Yes, change yourself into a vast ocean.” At that very moment the whole cliff dissolved and turned into a great ocean, with its surface covered with mighty waves, so completely that nothing else could be seen. Aukelenuiaiku was at this time being engulfed by the water and he was sore afraid, but at the appearance of Namakaokahai and questioned by her, “What are you doing?” he replied: “I am admiring your great powers.”"
"A mahope o ke kai, kuu iho la o Namakaokahai i ke kino ahi ona, pau ae la ka aina i ke ahi a puni, aohe wahi i koe. A o ke kane hoi o Aukelenuiaiku, aia i loko o ka lapalapa o ke ahi kahi i noho ai. Alaila, ninau iho ka wahine: “E aha ana oe e Aukelenuiaiku?” “E mahalo ae ana au i keia mea maikai au o ke ahi.” [ ]","After the ocean, Namakaokahai changed herself into a terrible fire and the land was enveloped in flame, covering the whole surface as far as the eye could see. Aukelenuiaiku was entirely surrounded by the fire, in the midst of which he saw his wife and heard her asking him, saying: “What are you doing, Aukelenuiaiku?” He replied: “I am still admiring your great powers and the fire.” [ ]"
"O keia mau mea ekolu, o ka pali, o ke kai, o ke ahi he mau kino lakou no Namakaokahai, ma kona ano akua, koe nae ke kino lele ona, ua haawi aku ia i kana kane. A o ke kino lele o Namakaokahai, ua aua ia i kana kane, aole i haawi aku, no kona manao, o lele auanei, nele ia i ke kane ole, nolaila, aua ia. Aka, o na kaikunane ona, ua manao lakou e hoike malu i ko lakou kaikoeke ia kino.","These three things, the cliff, the ocean and the fire were the three supernatural bodies of Namakaokahai, and she gave to her husband the power to change himself into these three different things. She, however, did not reveal her fourth form and power, the power to fly through space. The reason why she did not reveal this fourth power to her husband and did not wish him to possess it, was because she was afraid that he might take it into his mind to fly away and deprive her of him, so she thought she would keep this power to herself. The brothers, however, did not approve of this, and decided to teach their brother-in-law secretly how to acquire this power."
"Maanei, e hoolohe kakou i na olelo ninau a na kaikoeke o Aukelenuiaiku eha, a e nana kakou i ko lakou aloha i ko lakou kaikoeke, a e hoomanao iho i na olelo mua i hala, penei: “I keia la e ike ai oe i ka pono o ke ’kua.” Ninau mai la na kaikoeke o Aukelenuiaiku: “Ea! ua haawi mai anei ko wahine ia oe i na kino ona a pau loa?” “Ae,” pela o Aukelenuiaiku. “Na kino hea ka mea a ko wahine i haawi mai ai ia oe?” “O ke kino pali, o ke kino kai, o ke kino ahi.” I aku na kaikoeke: “Aole i pau loa mai la na kino o ko wahine, koe aku la ke kino lele ia oe.” “Ae, ua aua kuu wahine ia mea, aole i haawi mai ia’u.” I aku na kaikoeke: “No ka manao o ko wahine, o lele loa oe a nalowale, aole e hoi hou mai, nolaila, aua kela.” Mahope o keia mau olelo i aku na kaikoeke: “E ao kakou ia oe, i ke kino lele o ko wahine, i ike oe, eia nae, mai olelo oe i ko wahine.”","We will here see how the four brothers-in-law of Aukelenuiaiku gave him the power to fly, in payment for the offerings made by him to the gods. Some time after this his brothers-in-law said to him: “Today you will realize the blessings of the deity.” After a while he was asked: “Say, has your wife given you the power to change yourself into different forms?” Aukelenuiaiku replied: “Yes.” “What different forms did she give you?” “The power to change into a cliff, into an ocean, and into fire.” The brothers-in-law replied: “Then she has not given you all her powers. She has kept to herself the power to fly.” “Yes, my wife has reserved that; she did not give it to me.” The brothers-in-law continued, saying: “It is because your wife thought you might fly off and never come back again. That is the reason why she has kept this power from you.” After this the brothers-in-law said to Aukelenuiaiku: “Let us teach you how to get this flying power of your wife, so that you may be able to possess it. But you must not tell your wife of this.”"
"I ka po, moe iho la o Namakaokahai i ko laua wahi, o Aukelenuiaiku hoi a me na kaikoeke he hale e aku, a ma ia hale, ma laila lakou i ao ai ia Aukelenuiaiku i ka lele. I aku lakou ia Aukelenuiaiku: “E lele oe a luna o ka ipu kau;” lele ae la o Aukelenuiaiku a kau ana i luna o ka ipu. “E lele hou oe a kau i luna o ka lohelau o ka hale.” Lele ae la no o Aukelenuiaiku a kau ana i luna o laila, a mai laila iho, haule hou ana i lalo. Ma keia haule ana o Aukelenuiaiku, ua lohe o Namakaokahai, ala mai la a kahi a na kaikunane e ao ana ia Aukelenuiaiku, ninau mai la: “E aha ana oukou?” “E kui ana makou.” “Pehea ia mea?” “Penei: O Kanemoe ma o mai e ku ai kui mai, a o Kaneapua maanei aku e kui ai, a hina iho nei o Kaneapua, oia ka halulu au i lohe aku la.” A lohe o Namakaokahai, i mai la ia: “U! Eia no ka hoi he mea maikai aku no koe a kuu kane, o ka huna mai nei ka ia ia’u, aohe hai mai; hoehaa no hoi oe e ke kane la.” Mahope o laila, hoi aku la o Namakaokahai i ko laua hale e moe ai. A hoi keia, lele hou ae la o Aukelenuiaiku i luna o ka lohelau aohe kau, haule iho la i lalo, [ ] pahu ana, lohe hou o Namakaokahai i ka halulu, hele mai la ia a hiki, olelo mai la i na kaikunane: “E o’u poe kaikunane, e ao ana paha oukou i kuu kane i ka lele i luna?” “Aole, e hakoko ana makou.” “Pehea ia mea?” “Penei: Ma o mai kekahi maanei aku kekahi apo na lima, alaila kulai, a o ka mea e hina ana, oia ka halulu au e lohe la.” Ma keia mau olelo hoi aku la no o Namakaokahai moe i ko laua hale. Lele hou ae la o Aukelenuiaiku, maloko ae o ka hale, a hoea maluna o kaupoku, a puka i waho o ka hale. Ma keia puka ana, lele no o Aukelenuiaiku a nalowale i ka lewa kiekie loa, aole hiki i na kaikoeke ke ike ae. Mahope o keia lele ana, hoi iho la o Aukelenuiaiku, a hiki i lalo, i aku na kaikoeke, “ua ike oe i ka lele.” A loaa ke kino lele ia Aukelenuiaiku, aohe mea i koe me kana wahine me Namakaokahai, ua pau loa i ke kane.","That night, after Namakaokahai had retired to their sleeping house, Aukelenuiaiku and his brothers-in-law went into another house and there he was given his lessons in the art of flying. They first taught him how to jump and how to fly to certain places; then they asked him to jump to the top of a shelf. After he was successful in this he was requested to jump to the top roof batten of the house. Aukelenuiaiku then jumped and held it for a while, then fell to the floor. In this falling, Namakaokahai heard it, and she got up and came to her brothers’ house, and asked them: “What are you doing?” “We are learning how to box.” “What is that?” “It is played this way. Kanemoe stands up like this on this side, and Kaneapua stands up on that side; then they strike at each other, and the one who gets hit real hard falls to the floor. That was the noise you heard.” When Namakaokahai heard this she said: “I see that my husband has some good thing hidden that he has not shown me. How mysterious you are!” After this Namakaokahai returned to her own house. After she disappeared, Aukelenuiaiku again made another attempt to reach the top batten, but again he was unsuccessful and he fell to the floor. [ ] Namakaokahai again heard this and she came to her brothers’ house and asked them: “I believe you are teaching my husband how to fly.” “No, we are wrestling.” “How is that done?” “One stands up on this side, and one on the other side; they then take ahold of one another and each tries to throw the other down. The one who is thrown down made the noise you heard.” Because of this satisfactory reply Namakaokahai again retired to their house. After she was gone, Aukelenuiaiku again made another attempt and this time he was successful. He next came out and flew to the top of the house, and in this he was again successful. From the roof Aukelenuiaiku flew up into the sky, and he went so high that his brothers-in-law were unable to see him. After a while Aukelenuiaiku returned to the ground and his brothers-in-law said to him: “Yes, you know how to fly now.”"
"Ia laua e noho pu ana, he kane a he wahine, ua aaki ke aloha me ka hoopaa i ko laua mau kino, a ua akaka loa ka hapai keiki o kana wahine akua, o Namakaokahai. Eia nae, aole i hanau, e hapai ana no i loko o ka opu, ua kapa o Namakaokahai i ka inoa ke hanau ae, o Kauilanuimakehaikalani, oia kela uwila a kakou e ike nei i loko o ka wa ua. A o ka Aukelenuiaiku inoa hoi i kapa iho ai no ua keiki nei, o ka inoa o ke ’kua ona, o Lonoikoualii.","When Aukelenuiaiku found that he was able to fly he was then in possession of all the powers held by his wife. After this the two lived on in peace and they never went out of sight of each other; they were indeed a loving couple. It also became apparent that Namakaokahai, his god-wife, was with child. Before its birth, however, Namakaokahai made known to her husband the name of the child: it was Kauwilanuimakehaikalani (the lightning which we see in a rain-storm). Aukelenuiaiku, however, wished to have the child called after the name of his god Lonoikoualii."
"A no ka nui loa o ko Namakaokahai aloha i ke kane, ia Aukelenuiaiku, nolaila, pili paa loa laua, i ke kau a me ka hooili, i ka la a me ka ua, i ka wa wi a me ka wa maona, i ka po a me ke ao, i na la a pau loa. Nolaila, ua hooili aku o Namakaokahai i kona waiwai a pau loa, mai luna a lalo, mai uka a kai, mai ka mea uuku a ka mea nui, mai loko a waho, maluna o kana kane.","Because Namakaokahai loved her husband so much, she would not allow him to go out of her sight. They were together constantly, at all seasons and times, in dry and wet weather, in times of famine and of plenty, in the daytime and at night, in fact they were together all the time. Namakaokahai also gave all her possessions to Aukelenuiaiku; from the things that were above to the things below; from the things in the uplands to the things in the lowlands; great things and small things; the things that were within to the things that were without. All were given to her husband."
"Ia Aukelenuiaiku e noho pu ana me kana wahine, me Namakaokahai, ua makaukau ko ka wahine manao e hooili i na mea a pau maluna o Aukelenuiaiku. Nolaila, kahea aku la o Namakaokahai i na kaikunane ona ia, Kanemoe, Kaneapua, Leapua, Kahaumama. A hiki mai la lakou, olelo aku ko lakou kaikuahine, i aku la ia lakou: “E pii oukou i luna a olelo aku i kuu makuakane a me kuu kaikunane, o Kuwahailo, ka makuakane, o Makalii, ke kaikunane, e olelo aku oukou. Ua hooili au i na mea a pau no kuu kane. O luna, o lalo, o uka, o kai, o ka hao pae, o ke meki ku i ka honua, o ka palaoa, o ka ea makaulii, o ka maulele i ka aina, o ka huhui hoku. A e olelo aku no hoi oukou i kuu makuakane a me kuu kaikunane, ua pau loa keia mau mea a pau maluna o kuu [ ] kane, i ka hooili ia, a e lawe pu aku oukou i kuu kane i ike mai laua.” Ma keia mau olelo a Namakaokahai, he mea oluolu loa ia ia lakou. Ma keia wahi a kakou e hoolohe nei, e noonoo iho kakou me ka manao oiaio, i luna o ka lani, keia lele ana o Aukelenuiaiku me na kaikoeke.","When Namakaokahai was ready to give everything she possessed to her husband, Aukelenuiaiku, she called her brothers, Kanemoe, Kaneapua, Leapua and Kahaumana. As they stood in her presence, she said to them: “You go up to my uncle and cousin, Kuwahailo and Makalii, and inform them that I have given unto my husband all my possessions. The things above, below, in the uplands, in the lowlands, the drift iron, the iron that stands in the earth, the whale’s tooth, the (ea) turtle shell, the things that grow in the land, and the cluster of stars. Also, tell my uncle and cousin [ ] that all these things are now in my husband’s possession; and I also want you to take my husband to them so that they may become acquainted with each other.” All these words of Namakaokahai were pleasing to them. We must bear in mind that this trip to be undertaken by the brothers of Namakaokahai and Aukelenuiaiku was to heaven."
"Mahope o ko Namakaokahai olelo ana mai ia lakou, lele aku la lakou a ke kua , hiwi hoomaha, ma ia lele hookahi ana, ua hala aku o Aukelenuiaiku i ka lani. Ma keia lele ana o Aukelenuiaiku, hiki mua aku la ia i kahi o kana wahine, o Namakaokahai, he wahi kapu loa ia, aohe mea hele ma laila. Ia Aukelenuiaiku e ku ana ma kahi kapu o Namakaokahai, nana aku la o Kuwahailo, a olelo iho i loko ona: “Auwe! make kuu kaikamahine, ke hiki nei ke kupu i luna nei, no ka mea, aohe kanaka nana e pii mai o luna nei, hiki no ke kanaka, ua make o lalo.”","After Namakaokahai had delivered her orders to her brothers, they began their flight, going as far as the top of the mountains where they rested. In this first flight Aukelenuiaiku went on to heaven, reaching his wife’s place, a most sacred sphere, not accessible to anyone. Although they flew at the same time with Aukelenuiaiku, he got ahead of his brothers-in-law and arrived in heaven first. While Aukelenuiaiku was standing in the sacred place of Namakaokahai, he was seen by Kuwahailo, who said to himself: “Alas! I am afraid my niece is dead; that is why a wizard has arrived, for no one can get up here unless those below are dead.”"
"Ma keia lele ana o Aukelenuiaiku i luna i ka lani, aole ona manao he kaua, a he hakaka, ua lele oia me ka nanea walewale. Aka, maloko o ka olelo a kona akua ia ia, a Lonoikoualii, he kaua, penei na olelo: “E Aukelenuiaiku e! make kaua, eia la he kaua ko luna nei. E aahu oe i ko kapa lehu mai ko poo a ko manea wawae, mai lohi oe o make auanei.” Ma keia mau olelo a ke ’kua ia Aukelenuiaiku, ma laila i maopopo ai he kaua ko luna. Mahope o ka olelo a ke ’kua ia Aukelenuiaiku, oili mai la ka momoku ahi mai loko mai o ka lima o Kuwahailo a a ana i ka honua. O ka inoa o ua momoku ahi la, o Kukuena, a mahope ona kuu ia mai la ka pohaku o Ikuwa, he pohaku koeleele, oia ka hekili. A pa keia mau mea i ke kapa lehu o Aukelenuiaiku, he mea ole laua, he opala, he mea uhauha na ka makani. Ma keia moolelo, ua olelo ia, i ka wa i pa ai ka hekili i ke kapa lehu o Aukelenuiaiku, nolaila mai ka nakeke o ka hekili a hiki i keia la.","In this flight to heaven, Aukelenuiaiku did not think that he was going to meet anyone who would oppose him, and consequently he went along unguarded; but through the powers of his god Lonoikoualii he was warned in time, for the god called out to him: “Say, Aukelenuiaiku, watch or else we will be killed, for I see that we are going to be attacked. Put on your garment of ashes and cover yourself from head to feet; don’t be slow or we will be killed.” By this warning Aukelenuiaiku knew that a conflict was about to begin, and he immediately put on his war pau. As soon as his god finished giving the warning a bolt of fire was sent out from the hand of Kuwahailo and the land began to be in flames. The name of this bolt of fire was Kukuena. After which a large black rock was sent out, called Ikuwa, the thunder. When these things came in contact with the robe of ashes of Aukelenuiaiku, they became as nothing, like chaff and were blown away by the wind."
"A mao ae la ka momoku ahi a me ka pohaku, nana aku la o Kuwahailo ia Aukelenuiaiku, e ku mai ana no, aole i make. He mea kaumaha loa ia i ko Kuwahailo manao ana, a he mea inoino loa i kona ike ana aku e oia mai ana kona enemi, ke ahikanana o Kuaihelani. Ia wa, kuu hou o Kuwahailo i ka lua o ka momoku ahi, oia o Mahuia, a kuu hou i ka lua o ka pohaku, oia o Welehu, o ka lua ia o na hekili ikaika loa, nakeke, opaipai ka lani, naueue na kukulu o ka honua, haki kaikoo o ka moana, nakaka na pohaku, kahako ka pali, lele ke koae. I ka pa ana i ke kapa lehu o Aukelenuiaiku, ua lilo ia i mea ole, heaha la kona ano, he puahiohio paha.","In this story it was said that when the thunderbolt came in contact with the garment of Aukelenuiaiku it caused the roaring and rumbling of the thunder which is heard to this day. After the bolt of fire was extinguished and the rock became as nothing, Kuwahailo looked at Aukelenuiaiku and lo, he was still in the place where he saw him, still alive. This grieved Kuwahailo heavily: it bode dire trouble that his enemy, the defiant of Kuaihelani, should stand alive before him. After a time he sent another bolt of fire, called Mahuia, and another rock, called Welehu, the second strongest bolt of thunder. The roar was deafening, the heaven rocked, the foundations of the earth were shaken, the waves of the ocean rose high as mountains, large rocks were loosened from the cliffs, the cliffs were opened up and the birds on the mountain heights were alarmed. When these came in contact with the robe of ashes of Aukelenuiaiku they became as nothing, like a gust of wind."
